dialogue,summary
"#Person1#: Hello Michael, thank you for your invitation, I am currently unavailable for contracting so I have included my wonderful friend and colleague, Laura, in the conversation. I believe she might be able to help you out!
#Person2#: Thank you, Sally, for your kind response, it's a shame you won't be able to join us but thank you for the recommendation, much appreciated.
#Person3#: Hello Sally, hello Michael![HAPPY] Thank you for the invitation, I am very honoured to be in such a respectable company!
#Person1#: My pleasure, absolutely! Michael, Laura has extensive experience and fantastic work ethics, I'm sure the two of you will cooperate splendidly!
#Person3#: Thank you, Sally, for your kind words. Michael, I am indeed interested in your project. I would love to hear about it.
#Person2#: I'm sure Sally has already shared a great deal with you so you probably know what to expect. I have no doubts somebody she recommends is worth our attention.
#Person3#: Thank you, I have been incredibly lucky to have worked with Sally and learn from her vast experience and unmatched professionalism. Would we need to meet in person to discuss further details?
#Person1#: Michael, if need be, I will be happy to join your meeting, be it in person or via skype.",#Person1# is unavailable for contracting but recommends #Person3#. #Person2# appreciates it. #Person3# wants to meet to discuss further details.
"#Person1#: Good morning, I'm writing in relation to your facebook advert. I'm interested in buying the following books: ""Legal English for Polish purposes"" and ""Business English dictionary"".
#Person2#: Perfect! On a day-to-day basis I work at Och theatre. Would it be convenient for you to come to the theatre?
#Person1#: No problem.
#Person1#: When can I come?
#Person2#: I'm available on Mondays and Wednesdays from 6:30 p.m. to 8:30 p.m.
#Person1#: Perfect, I'll come at 7 p.m.
#Person1#: Where will we meet?
#Person2#: At the entrance of the theatre, ok?
#Person1#: Perfect
#Person1#: Thank you very much
#Person2#: You're welcome
#Person1#: Goodbye
#Person2#: Goodbye","#Person1# wants to buy two books from #Person2#: ""Legal English for Polish purposes"" and ""Business English dictionary"". They will meet at the Och Theatre entrance at 7 PM to seal the deal."
"#Person1#: I'm almost there, are you inside?
#Person2#: yes, we were sitting outside, but Sara was cold
#Person3#: it's not Italy this country
#Person1#: hahaha
#Person2#: a bit exaggerated but let it be
#Person1#: I cannot find you
#Person2#: we're upstairs
#Person1#: ok!",#Person2# and #Person3# are sitting inside upstairs.
"#Person1#: Elton John is goat
#Person2#: what do you mean by goat?
#Person3#: greatest of all time
#Person1#: indeed
#Person2#: ahh... it makes sense now:P",#Person1# thinks that Elton John is greatest of all time.
"#Person1#: hey, pick me up in the morning
#Person2#: okay
#Person2#: at what time
#Person1#: very early, around 6,30
#Person2#: okay then
#Person1#: please dont forget, im going to the airport
#Person2#: oh, youre leaving the country?
#Person1#: just for a few weeks
#Person2#: thats awesome, ill see you then in the morning
#Person1#: thanks Griffin, i owe you
#Person2#: its nothing, its just my responsibility as a driver
#Person1#: but still, thanks for being there
#Person2#: youre welcome",#Person2# will pick #Person1# up 6:30 am to get him to the airport. #Person1# is leaving the country for a couple of weeks.
"#Person1#: Mum, our child is crying
#Person2#: Yes, my dear, it's often like that
#Person1#: But why is he crying?
#Person2#: You know, it is the only way he can tell you what's going on with him, maybe he's hungry, maybe he wants to be changed, maybe he's having pain, stomach ache, toothache?
#Person1#: But what should I do?
#Person2#: Try to give him a bottle, if he doesn't want, change his diapers, if not, take him in your arms, it often works
#Person1#: Thanks, mum, I will try. Goodnight","#Person1#'s and #Person2#'s child is crying. #Person1# doesn't know what to do, so he will follow #Person2#'s advice."
"#Person1#: how is the weather down there?
#Person2#: today it's sunny but cold
#Person3#: it's quite strange, the temperature is low but it seems quite hot in the sun
#Person4#: I love this weather, there is no single cloud
#Person1#: it's very dull here
#Person1#: I haven't seen the sun for more than 3 weeks, it's very depressing
#Person2#: Edinburgh can be difficult, I know","#Person1#, #Person2#, #Person3# and #Person4# are discussing the weather."
"#Person1#: where were you last saturday
#Person2#: I was with Henry
#Person1#: Your parents were searching for you
#Person2#: I forgot to inform them","#Person2#'s parents were looking for him last Saturday. #Person2# was with Henry, but he forgot to inform his parents."
"#Person1#: Hi Man, you been up town lately?
#Person2#: No mate, busy with college stuff and work.
#Person1#: Fancy nipping up to the Apple shop to check out the new IPad?
#Person2#: Sounds great mate, but I'm skint.
#Person1#: I'm not exactly loaded either, just looking innit?
#Person2#: Go on then, see you in an hour. Give me a bell at 12ish.",#Person1# wants #Person2# to accompany him to the Apple store around 12.
"#Person1#: I cannot come today to your class, sorry about that. Could we make it some other day?
#Person2#: Andrzej, it's the third time you are skipping my class. I hope it's the last time
#Person1#: I am truly sorry about that. I had some small accident, I cut my finger and now my stomach hurts
#Person2#: You're terrible at making excuses
#Person2#: Let it be your last time
#Person2#: Because every time you do that it ruins my whole schedule
#Person1#: Yes, I understand, sorry one more time
#Person2#: I'm serious, it's the last time. Next time you will have to find another tutor
#Person1#: It will not happen again, thank you for understanding",#Person1# isn't coming to #Person2#'s class today.
"#Person1#: Hey, is Mark by the office?
#Person2#: No, I was just there a second ago. Have you tried calling him?
#Person1#: I've been calling him all day but his phone's off. He isn't responding to his emails either:/
#Person2#: I'm sorry.:/ What do you need him for?
#Person1#: He was supposed to send me his notes on the Faircase review.
#Person2#: Oh yeah, he mentioned that. He gave his notes to Jenny - she's keeping them safe for you[HAPPY]
#Person1#: Great!!! That's a relief! I'll swing by tomorrow[HAPPY] Fancy lunch as well?
#Person2#: By our place by the fountain? You bet!
#Person1#: It's a date! See you tomorrow Kate!","#Person1# is looking for Mark, who was supposed to send him his notes on the Faircase review but isn't answering his phone and email. Mark has left the notes with Jenny. #Person1# is going to come by and get them tomorrow. He will also eat lunch with #Person2# by their place by the fountain."
"#Person1#: so much fun today
#Person2#: Good wave[WINK] you had there
#Person3#: Totally, let's do the same tomorrow!","#Person1#, #Person2# and #Person3# went surfing today and enjoyed it."
"#Person1#: How is Martha? Has anyone visited her?
#Person2#: Last week. She'll stay in the hospital another few weeks
#Person3#: I want to go on Monday.
#Person1#: Few more weeks, it doesn't sound good
#Person2#: I think it's not that bad
#Person2#: But she needs to stay under observation
#Person1#: So the baby is not in danger anymore
#Person2#: From what I understood all is under control
#Person3#: Maybe she'll have to stay there until the end of her pregnancy
#Person1#: She's already 30 weeks pregnant.
#Person1#: Maybe it's better that she stays under doctors' control
#Person1#: In case something happens
#Person1#: But it must be tough to stay in the hospital bed all these weeks","Martha's 30 weeks pregnant and needs to stay in the hospital for another few weeks, but the baby is not in danger any more."
"#Person1#: whose bottle of wine is it?
#Person1#: at the kitchen table
#Person2#: it's for my parents!
#Person3#: haha, we will drink it
#Person2#: please don't! it's very expensive, for their anniversary",#Person2# left a bottle of expensive wine for his parents' anniversary on the kitchen table.
"#Person1#: ok guys, so I've made this group so that everyone can share their opinion about the bowling on Friday. When it comes to hours, I suggest 8pm, the price is 5$ per person.
#Person2#: is 8pm the only option? I'm at work until 7:30 and it's possible I won't make it on time
#Person3#: I'm open to any suggestions, 8pm sounds ok
#Person1#: it's not the only option, we can also go at 9pm or even later
#Person2#: Cool, then I'd opt for 9pm
#Person4#: I'm of the same opinion as Jannet
#Person3#: how about having a before party?
#Person5#: hey guys!!! I'm totally in
#Person1#: Before party is a must[LAUGH] we can meet at my place at 7pm or something
#Person2#: so sad I won't be there:/
#Person1#: Don't worry, after party was also included in the plan:p
#Person2#: happy to hear that[LAUGH]
#Person4#: do we need to take our shoes or something?
#Person3#: only if you want to, they have special shoes at the bowling club
#Person4#: hm....I guess I'll take mine afterall
#Person1#: I guess it's all settled then, we're in touch, if you have any questions you can either text me or call me
#Person4#: yep[LAUGH]
#Person2#: Sure",The plan for Friday is to meet at #Person1#'s place at 7 pm then go bowling at 9. It is not compulsory to bring your own shoes to the bowling club as they rent them out.
"#Person1#: Hey, I'm going to Ikea this evening.
#Person1#: I remember you said that you wanted to buy some candles and other stuff
#Person1#: You wanna come with me?
#Person2#: Sure! Will you pick me up?
#Person1#: No problem!
#Person1#: Is 18 ok?
#Person2#: Sure, I've just finished work and I'm coming home. I'll be ready by then.
#Person2#: BTW, what do you need from Ikea?
#Person1#: I want to buy a desk to my office room.
#Person2#: Woah. Have you chosen it yet?
#Person1#: Yeah. Ikea has got exact same desk as my architect put in the project, so it's super convenient.
#Person2#: No room for spontanous choice though[SAD]
#Person1#: Seriously, I hate having too much to choose from.
#Person1#: I have problems to decide then.
#Person2#: I get you man. My girlfriend has the same problem on sweets aisle in a supermarket.
#Person1#: Hahaha! Fuck you[HAPPY]
#Person2#::P",#Person1# will pick #Person2# up at 6 pm. They will go to Ikea. #Person1# wants to buy a desk to his office room.
"#Person1#: Let the holiday begin! xxx
#Person2#: again?!
#Person1#: get lost! x
#Person3#: Enjoy!
#Person4#: Where're you going?
#Person1#: Sunny Turkey[WINK]
#Person4#: i hate you!
#Person1#:[WINK]
#Person5#: have a lovely time!
#Person6#: post some pics! x","#Person1# is going for holiday again, this time to Turkey."
"#Person1#: Good morning Sally
#Person2#: Good morning Prudence, how are you?
#Person2#: Is everything all right?
#Person1#: I am fine, thank you.
#Person1#: Yes, everything is fine.
#Person1#: However, as you know, this is an important day for us.
#Person2#: indeed
#Person1#: I will need you in at work earlier.
#Person2#: This is awfully short notice Prudence
#Person2#: I don't think I will be able to catch an earlier bus
#Person1#: I will send a car to pick you up.
#Person1#: in 40 minutes.
#Person1#: Will that do?
#Person2#: I guess so
#Person2#: I'll hurry
#Person1#: Great. See you at 8:30.
#Person2#: see you then",In 40 minutes a car will come to pick #Person2# up from her home. She will meet #Person1# at work at 8:30.
"#Person1#: Hey man! I want to wish you happy birthday!
#Person1#: May this day will bring together your closest ones, so You can feel loved. Let the money never stop flowing into your life, and may Your dreams come true! I wish you all the best! Long lasting health, luck, and above all perseverence in all sections of life. I wish you also strength to make a perfect lemonade out of these lemons thrown by life!
#Person2#: Thank you!
#Person2#: Thank you for remembering about me, for you effort to write these kind words. I appreciate this and I already feel happy that I read this.
#Person2#: We have to set up a meeting and drink a beer or 2.
#Person1#: Sure! In touch. Happy Birthday!",It's #Person2#'s birthday. #Person1# is giving his best wishes to #Person2#. #Person2# is thankful.
"#Person1#: i need 2 buy a new car
#Person2#: hahaha
#Person1#: wtf? i need a new car, its not funny!
#Person2#: 1st: last week you tried to persuade us ur old vw is simply gr8
#Person1#: a 2nd?
#Person3#: didnt u say ur broke?
#Person2#: i meand that
#Person4#: so what hapnd to good ol beetle?
#Person1#: stopped workin. the garage say better buy sth else
#Person4#: whys that?
#Person1#: sth happened to starter and burnt half engine they say
#Person2#: sounds crappy
#Person3#: id check w another garage
#Person1#: u say so?
#Person3#: i know a guy speciilize in old vw so will ask him ok
#Person1#: thx a milion","#Person1# thinks needs to buy a new car. His old one stopped working and the mechanic told him there is no point in repairing it. #Person3# knows a a guy who specializes in old vw, so he will consult with him #Person1#'s issue."
